symbol,action,entry,entry_time,exit_time,exit_price,exit_reason,pnl_usdt,confidence,tp1,sl,capital_after
BNB/USDT,LONG,422.474478,2024-03-06 13:00:00+00:00,2024-03-07 21:00:00+00:00,472.63784146868534,TP3_HIT,203.8111,88,440.6619423522492,422.474478,10203.81
BNB/USDT,LONG,597.16941,2024-03-15 15:00:00+00:00,2024-03-16 13:00:00+00:00,597.16941,SL_HIT,63.7737,90,628.1011408684549,597.16941,10267.58
BNB/USDT,SHORT,547.84041,2024-03-18 16:00:00+00:00,2024-03-20 20:00:00+00:00,547.84041,SL_HIT,134.1382,80,525.8655613575434,547.84041,10401.72
BNB/USDT,SHORT,544.3311120000001,2024-04-13 19:00:00+00:00,2024-04-13 22:00:00+00:00,544.3311120000001,SL_HIT,136.364,68,520.6919125714634,544.3311120000001,10538.09
BNB/USDT,SHORT,559.3181139999999,2024-04-14 08:00:00+00:00,2024-04-15 07:00:00+00:00,579.0488814839189,SL_HIT,-109.5631,75,533.2714913547746,579.0488814839189,10428.52
BNB/USDT,SHORT,458.228336,2024-07-05 08:00:00+00:00,2024-07-05 10:00:00+00:00,475.0013362558163,SL_HIT,-108.2739,65,436.07821832557823,475.0013362558163,10320.25
BNB/USDT,SHORT,475.824816,2024-07-05 10:00:00+00:00,2024-07-05 13:00:00+00:00,492.7815348328212,SL_HIT,-107.2569,80,453.4379535562384,492.7815348328212,10212.99
BNB/USDT,SHORT,490.07196600000003,2024-07-05 14:00:00+00:00,2024-07-06 00:00:00+00:00,506.48703733757304,SL_HIT,-106.3987,87,468.4139502165693,506.48703733757304,10106.59
BNB/USDT,SHORT,445.050972,2024-08-05 08:00:00+00:00,2024-08-05 14:00:00+00:00,445.050972,SL_HIT,63.9153,92,416.9632742238045,445.050972,10170.51
BNB/USDT,LONG,757.131396,2024-12-04 15:00:00+00:00,2024-12-04 16:00:00+00:00,734.05210984685,SL_HIT,-106.3762,77,787.5505202042,734.05210984685,10064.13
BNB/USDT,SHORT,657.5984540000001,2024-12-10 15:00:00+00:00,2024-12-10 21:00:00+00:00,678.002402850905,SL_HIT,-105.1823,68,630.7001295321268,678.002402850905,9958.95
BNB/USDT,SHORT,619.286118,2024-12-20 11:00:00+00:00,2024-12-20 12:00:00+00:00,638.3771466373147,SL_HIT,-104.1123,65,594.120471150247,638.3771466373147,9854.84
BNB/USDT,SHORT,645.900794,2024-12-20 12:00:00+00:00,2024-12-20 15:00:00+00:00,667.0644933060779,SL_HIT,-102.7591,90,617.9840089252293,667.0644933060779,9752.08
BNB/USDT,SHORT,572.28552,2025-02-03 08:00:00+00:00,2025-02-03 19:00:00+00:00,599.1050905767883,SL_HIT,-100.4341,90,536.7932125642824,599.1050905767883,9651.65
BNB/USDT,SHORT,570.895798,2025-02-04 08:00:00+00:00,2025-02-04 12:00:00+00:00,588.364008389394,SL_HIT,-100.9325,80,547.8713221474745,588.364008389394,9550.71
BNB/USDT,LONG,703.920756,2025-02-13 15:00:00+00:00,2025-02-13 16:00:00+00:00,682.218135656775,SL_HIT,-99.844,65,732.5291524576332,682.218135656775,9450.87
BNB/USDT,SHORT,1115.07694,2025-10-11 08:00:00+00:00,2025-10-11 17:00:00+00:00,1175.3991306955777,SL_HIT,-96.9545,78,1035.1678257392296,1175.3991306955777,9353.91
BNB/USDT,LONG,1224.8849280000002,2025-10-12 13:00:00+00:00,2025-10-13 08:00:00+00:00,1365.2280718730265,TP3_HIT,190.4347,80,1275.762935226555,1224.8849280000002,9544.35
BNB/USDT,LONG,1314.9629400000001,2025-10-13 10:00:00+00:00,2025-10-13 11:00:00+00:00,1272.1377018897458,SL_HIT,-99.5464,87,1371.4497308136724,1272.1377018897458,9444.8
BNB/USDT,LONG,1298.369622,2025-10-13 13:00:00+00:00,2025-10-13 14:00:00+00:00,1254.0757729780507,SL_HIT,-98.324,77,1356.8223026959322,1254.0757729780507,9346.48
BNB/USDT,SHORT,1196.61063,2025-10-14 08:00:00+00:00,2025-10-14 14:00:00+00:00,1196.61063,SL_HIT,57.6152,68,1145.2869259053255,1196.61063,9404.09
BNB/USDT,SHORT,1180.393874,2025-10-14 14:00:00+00:00,2025-10-14 16:00:00+00:00,1221.6611480330105,SL_HIT,-97.8068,68,1125.9218026226529,1221.6611480330105,9306.29
BNB/USDT,SHORT,1213.747202,2025-10-14 16:00:00+00:00,2025-10-17 08:00:00+00:00,1051.8715319840708,TP3_HIT,190.2994,78,1155.0378298123894,1213.747202,9496.59
BNB/USDT,SHORT,1042.4314720000002,2025-10-17 08:00:00+00:00,2025-10-17 11:00:00+00:00,1073.9434866872693,SL_HIT,-99.364,65,1000.9020177503077,1073.9434866872693,9397.22
BNB/USDT,SHORT,1070.995758,2025-10-17 11:00:00+00:00,2025-10-18 06:00:00+00:00,1104.4701731967677,SL_HIT,-98.1815,90,1026.8631024043098,1104.4701731967677,9299.04
BNB/USDT,SHORT,654.988976,2026-02-05 17:00:00+00:00,2026-02-06 00:00:00+00:00,581.5421942423209,TP3_HIT,189.188,80,628.3644342699349,654.988976,9488.23
BNB/USDT,SHORT,619.5860580000001,2026-02-06 08:00:00+00:00,2026-02-06 13:00:00+00:00,645.4014511260607,SL_HIT,-98.0704,67,585.4547318319192,645.4014511260607,9390.16
